case_index	design_wavelength_nm	candidate_index	selected	wavelength_eligible	final_min_wavelength_nm	final_abs_wavelength_error_nm	final_min_transmittance	final_fwhm_nm	valley_penalty_normalized	fwhm_penalty_normalized	quality_score	cvae_min_wavelength_nm	cvae_min_transmittance	cvae_fwhm_nm	ideal_to_final_mse	R	n_host
4.0000000000e+00	4.3482758621e+02	1.6000000000e+01	0.0000000000e+00	0.0000000000e+00	4.3723730469e+02	2.4097184806e+00	1.2699877843e-02	2.6305925342e+01	inf	inf	inf	4.3471905518e+02	6.4440347254e-02	2.8596724252e+01	2.0592189394e-03	4.7145948410e+00	1.7316254377e+00
4.0000000000e+00	4.3482758621e+02	1.7000000000e+01	0.0000000000e+00	0.0000000000e+00	4.3723730469e+02	2.4097184806e+00	8.3284461871e-03	2.8518653901e+01	inf	inf	inf	4.3429934692e+02	4.2909409851e-02	2.9971695791e+01	1.9170297310e-03	4.8793640137e+00	1.7375445366e+00
4.0000000000e+00	4.3482758621e+02	1.8000000000e+01	0.0000000000e+00	0.0000000000e+00	4.3723730469e+02	2.4097184806e+00	6.5942117944e-03	3.2356837339e+01	inf	inf	inf	4.3429934692e+02	2.9980424792e-02	3.3389907550e+01	2.0259895828e-03	5.2197113037e+00	1.7335394621e+00
4.0000000000e+00	4.3482758621e+02	1.9000000000e+01	0.0000000000e+00	0.0000000000e+00	4.3220080566e+02	2.6267805428e+00	4.1766369343e-01	1.4045720571e+01	inf	inf	inf	4.3304022217e+02	4.4579052925e-01	1.4827033176e+01	2.1719446406e-02	2.6031401157e+00	1.7112319469e+00
5.0000000000e+00	4.4310344828e+02	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.4437237549e+02	1.2689272124e+00	1.5619146824e-01	1.9098439094e+01	1.5619146824e+00	6.3661463648e-01	1.0992646594e+00	4.4395266724e+02	1.7469896376e-01	1.9873342978e+01	7.9401014373e-03	3.5124843121e+00	1.7838933468e+00
5.0000000000e+00	4.4310344828e+02	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	4.4521179199e+02	2.1083437163e+00	1.6677699983e-01	1.7011044253e+01	inf	inf	inf	4.4269354248e+02	2.7869781852e-01	2.0398838009e+01	1.0320293717e-02	3.2736074924e+00	1.7766184807e+00
5.0000000000e+00	4.4310344828e+02	2.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.4479208374e+02	1.6886354644e+00	2.4196163286e-03	4.0279914212e+01	2.4196163286e-02	1.3426638071e+00	6.8342998518e-01	4.4185412598e+02	7.5790411793e-03	4.0899934018e+01	5.4760435596e-03	5.8217000961e+00	1.7862010002e+00
5.0000000000e+00	4.4310344828e+02	3.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.4479208374e+02	1.6886354644e+00	8.5084661841e-03	3.0215144113e+01	8.5084661841e-02	1.0071714704e+00	5.4612806614e-01	4.4101467896e+02	3.2172683626e-02	3.1491330480e+01	1.5067266067e-03	5.0310397148e+00	1.7796924114e+00
5.0000000000e+00	4.4310344828e+02	4.0000000000e+00	0.0000000000e+00	0.0000000000e+00	4.4521179199e+02	2.1083437163e+00	1.5200935304e-01	1.6689810993e+01	inf	inf	inf	4.4311325073e+02	2.4532374740e-01	1.8490873969e+01	1.0598505847e-02	3.2335457802e+00	1.7816329002e+00
5.0000000000e+00	4.4310344828e+02	5.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.4479208374e+02	1.6886354644e+00	2.7928262949e-02	2.2713595195e+01	2.7928262949e-01	7.5711983984e-01	5.1820123466e-01	4.4311325073e+02	7.2266556323e-02	2.3617760692e+01	2.9618861154e-03	4.2308750153e+00	1.7887563705e+00
5.0000000000e+00	4.4310344828e+02	6.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.4143438721e+02	1.6690610688e+00	3.2222131267e-03	4.4243387515e+01	3.2222131267e-02	1.4747795838e+00	7.5350085755e-01	4.4017526245e+02	9.1184014454e-03	4.4892215456e+01	1.0359952226e-02	6.1196975708e+00	1.7744926214e+00
5.0000000000e+00	4.4310344828e+02	7.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.4479208374e+02	1.6886354644e+00	2.9206599575e-03	3.5440604289e+01	2.9206599575e-02	1.1813534763e+00	6.0528003793e-01	4.4311325073e+02	1.7238309607e-02	3.6478542783e+01	3.1551409047e-03	5.4815797806e+00	1.7909878492e+00
5.0000000000e+00	4.4310344828e+02	8.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.4479208374e+02	1.6886354644e+00	4.5352769084e-03	3.3361840338e+01	4.5352769084e-02	1.1120613446e+00	5.7870705684e-01	4.4185412598e+02	1.5693357214e-02	3.5076399669e+01	2.2692966741e-03	5.3811717033e+00	1.7830810547e+00
5.0000000000e+00	4.4310344828e+02	9.0000000000e+00	0.0000000000e+00	0.0000000000e+00	4.4521179199e+02	2.1083437163e+00	1.5653584898e-01	1.6723669019e+01	inf	inf	inf	4.4311325073e+02	2.6662933826e-01	1.8898857570e+01	1.0772327892e-02	3.2047343254e+00	1.7821283340e+00
5.0000000000e+00	4.4310344828e+02	1.0000000000e+01	0.0000000000e+00	1.0000000000e+00	4.4479208374e+02	1.6886354644e+00	7.0164981298e-03	2.9303800551e+01	7.0164981298e-02	9.7679335171e-01	5.2347916650e-01	4.4311325073e+02	2.5620711967e-02	2.8770644081e+01	1.6174917109e-03	4.9147319794e+00	1.7941138744e+00
5.0000000000e+00	4.4310344828e+02	1.1000000000e+01	0.0000000000e+00	0.0000000000e+00	4.4521179199e+02	2.1083437163e+00	1.5901336074e-01	1.6659470731e+01	inf	inf	inf	4.4311325073e+02	2.9771709442e-01	2.0015554421e+01	1.0839175433e-02	3.2009391785e+00	1.7796429396e+00
5.0000000000e+00	4.4310344828e+02	1.2000000000e+01	0.0000000000e+00	1.0000000000e+00	4.4479208374e+02	1.6886354644e+00	5.6400122121e-03	3.0577750854e+01	5.6400122121e-02	1.0192583618e+00	5.3782924196e-01	4.4185412598e+02	2.7871826664e-02	3.1730522191e+01	1.6698024701e-03	5.0909681320e+00	1.7887667418e+00
5.0000000000e+00	4.4310344828e+02	1.3000000000e+01	0.0000000000e+00	1.0000000000e+00	4.4479208374e+02	1.6886354644e+00	5.8612525463e-03	3.1028180601e+01	5.8612525463e-02	1.0342726867e+00	5.4644260608e-01	4.4185412598e+02	2.6914631948e-02	3.2533453562e+01	1.6648798482e-03	5.1499519348e+00	1.7838536501e+00
5.0000000000e+00	4.4310344828e+02	1.4000000000e+01	0.0000000000e+00	1.0000000000e+00	4.4479208374e+02	1.6886354644e+00	3.8762670010e-02	2.3673152700e+01	3.8762670010e-01	7.8910508999e-01	5.8836589505e-01	4.4143438721e+02	8.4386087954e-02	2.4918794039e+01	2.5534781162e-03	4.2623414993e+00	1.7807036638e+00
5.0000000000e+00	4.4310344828e+02	1.5000000000e+01	0.0000000000e+00	0.0000000000e+00	4.3975555420e+02	3.3478940766e+00	4.1052165627e-01	1.5017195684e+01	inf	inf	inf	4.4143438721e+02	5.1283776760e-01	1.6899186815e+01	2.1087717265e-02	2.5678091049e+00	1.7714204788e+00
5.0000000000e+00	4.4310344828e+02	1.6000000000e+01	1.0000000000e+00	1.0000000000e+00	4.4479208374e+02	1.6886354644e+00	1.1366931722e-02	2.6670432673e+01	1.1366931722e-01	8.8901442244e-01	5.0134186983e-01	4.4311325073e+02	4.0986731648e-02	2.6787070742e+01	1.7422537785e-03	4.6738591194e+00	1.7928590775e+00
5.0000000000e+00	4.4310344828e+02	1.7000000000e+01	0.0000000000e+00	1.0000000000e+00	4.4479208374e+02	1.6886354644e+00	8.3309793845e-03	2.8360679794e+01	8.3309793845e-02	9.4535599313e-01	5.1433289349e-01	4.4311325073e+02	3.4986823797e-02	2.8764399108e+01	1.6226818552e-03	4.8327536583e+00	1.7925131321e+00
5.0000000000e+00	4.4310344828e+02	1.8000000000e+01	0.0000000000e+00	1.0000000000e+00	4.4479208374e+02	1.6886354644e+00	4.8900675029e-03	3.1478627407e+01	4.8900675029e-02	1.0492875802e+00	5.4909412763e-01	4.4185412598e+02	2.1309914067e-02	3.2438712662e+01	1.8361072289e-03	5.1807365417e+00	1.7891342640e+00
5.0000000000e+00	4.4310344828e+02	1.9000000000e+01	0.0000000000e+00	0.0000000000e+00	4.3975555420e+02	3.3478940766e+00	4.0266296268e-01	1.4385423784e+01	inf	inf	inf	4.4017526245e+02	5.7391470671e-01	1.8484915001e+01	2.1614575759e-02	2.5385437012e+00	1.7660989761e+00
6.0000000000e+00	4.5137931034e+02	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.5276657104e+02	1.3872607001e+00	1.1495754123e-01	1.7511315467e+01	1.1495754123e+00	5.8371051555e-01	8.6664296391e-01	4.5234683228e+02	1.9360494614e-01	1.9736415412e+01	8.4329713136e-03	3.4298074245e+00	1.8431600332e+00
6.0000000000e+00	4.5137931034e+02	1.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.5276657104e+02	1.3872607001e+00	1.2829451263e-01	1.6644799672e+01	1.2829451263e+00	5.5482665575e-01	9.1888589102e-01	4.4982858276e+02	2.6021030545e-01	1.9184719793e+01	9.5516806468e-03	3.2406027317e+00	1.8309148550e+00
6.0000000000e+00	4.5137931034e+02	2.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.5234683228e+02	9.6752193056e-01	1.3503046939e-03	4.0574787521e+01	1.3503046939e-02	1.3524929174e+00	6.8299798215e-01	4.4982858276e+02	9.0258568525e-03	4.1591003471e+01	5.7072280906e-03	5.7757644653e+00	1.8422974348e+00
6.0000000000e+00	4.5137931034e+02	3.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.5150741577e+02	1.2810542666e-01	1.1021244340e-02	3.2414615194e+01	1.1021244340e-01	1.0804871731e+00	5.9534980827e-01	4.4856945801e+02	3.1343087554e-02	3.2830707563e+01	2.1539998706e-03	5.0638241768e+00	1.8332486153e+00
6.0000000000e+00	4.5137931034e+02	4.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.5318627930e+02	1.8069689520e+00	1.4043714106e-01	1.6577106667e+01	1.4043714106e+00	5.5257022224e-01	9.7847081642e-01	4.5108770752e+02	2.8134569526e-01	2.0265993376e+01	1.0156578384e-02	3.2484793663e+00	1.8405889273e+00
6.0000000000e+00	4.5137931034e+02	5.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.5234683228e+02	9.6752193056e-01	2.5275649503e-02	2.3812921447e+01	2.5275649503e-01	7.9376404823e-01	5.2326027163e-01	4.5234683228e+02	9.4356700778e-02	2.5143853077e+01	2.4271134753e-03	4.1997156143e+00	1.8517894745e+00
6.0000000000e+00	4.5137931034e+02	6.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.5066799927e+02	7.1131107725e-01	2.6745623909e-03	4.6615230001e+01	2.6745623909e-02	1.5538410000e+00	7.9029331197e-01	4.4856945801e+02	9.6534527838e-03	4.5839106432e+01	1.0746578686e-02	6.0844974518e+00	1.8303741217e+00
6.0000000000e+00	4.5137931034e+02	7.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.5234683228e+02	9.6752193056e-01	2.5266658049e-03	3.5683413664e+01	2.5266658049e-02	1.1894471221e+00	6.0735689008e-01	4.4982858276e+02	2.0207449794e-02	3.6992076740e+01	3.0551212840e-03	5.4023985863e+00	1.8426506519e+00
6.0000000000e+00	4.5137931034e+02	8.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.5234683228e+02	9.6752193056e-01	2.9426154215e-03	3.4898389181e+01	2.9426154215e-02	1.1632796394e+00	5.9635289679e-01	4.4982858276e+02	2.0048702136e-02	3.6282675688e+01	2.6804711670e-03	5.3640398979e+00	1.8378473520e+00
6.0000000000e+00	4.5137931034e+02	9.0000000000e+00	0.0000000000e+00	0.0000000000e+00	4.5360598755e+02	2.2266772040e+00	1.8554455042e-01	1.6972055837e+01	inf	inf	inf	4.5234683228e+02	2.9057890177e-01	1.9549494207e+01	1.1616043746e-02	3.1670975685e+00	1.8415845633e+00
6.0000000000e+00	4.5137931034e+02	1.0000000000e+01	0.0000000000e+00	1.0000000000e+00	4.5234683228e+02	9.6752193056e-01	7.0175612345e-03	2.9647104276e+01	7.0175612345e-02	9.8823680919e-01	5.2920621077e-01	4.5108770752e+02	3.5018909723e-02	3.0693995519e+01	1.4253953705e-03	4.8893766403e+00	1.8479496241e+00
6.0000000000e+00	4.5137931034e+02	1.1000000000e+01	0.0000000000e+00	0.0000000000e+00	4.5360598755e+02	2.2266772040e+00	1.7626589537e-01	1.6783804394e+01	inf	inf	inf	4.5024829102e+02	3.0813190341e-01	1.9860451870e+01	1.1378179304e-02	3.1449894905e+00	1.8364088535e+00
6.0000000000e+00	4.5137931034e+02	1.2000000000e+01	0.0000000000e+00	1.0000000000e+00	4.5234683228e+02	9.6752193056e-01	4.2914524674e-03	3.1905475591e+01	4.2914524674e-02	1.0635158530e+00	5.5321518885e-01	4.4982858276e+02	2.9404094443e-02	3.3373725084e+01	1.7652268289e-03	5.1103763580e+00	1.8439123631e+00
6.0000000000e+00	4.5137931034e+02	1.3000000000e+01	0.0000000000e+00	1.0000000000e+00	4.5234683228e+02	9.6752193056e-01	5.4963179864e-03	3.2634692351e+01	5.4963179864e-02	1.0878230784e+00	5.7139312912e-01	4.4898916626e+02	2.8595890850e-02	3.3947778950e+01	1.9370450173e-03	5.1495332718e+00	1.8366243839e+00
6.0000000000e+00	4.5137931034e+02	1.4000000000e+01	0.0000000000e+00	1.0000000000e+00	4.5276657104e+02	1.3872607001e+00	2.4712556973e-02	2.3823098583e+01	2.4712556973e-01	7.9410328608e-01	5.2061442791e-01	4.4982858276e+02	9.1611109674e-02	2.5959878927e+01	2.3876293562e-03	4.2627325058e+00	1.8389759064e+00
6.0000000000e+00	4.5137931034e+02	1.5000000000e+01	0.0000000000e+00	0.0000000000e+00	4.5360598755e+02	2.2266772040e+00	3.7588450313e-01	1.3593443532e+01	inf	inf	inf	4.5234683228e+02	5.3868675232e-01	1.9925075087e+01	2.0765358582e-02	2.5732018948e+00	1.8432356119e+00
6.0000000000e+00	4.5137931034e+02	1.6000000000e+01	1.0000000000e+00	1.0000000000e+00	4.5234683228e+02	9.6752193056e-01	1.2151049450e-02	2.7047932999e+01	1.2151049450e-01	9.0159776663e-01	5.1155413056e-01	4.5108770752e+02	4.8446588218e-02	2.8451533923e+01	1.4491035836e-03	4.6669368744e+00	1.8466780186e+00
6.0000000000e+00	4.5137931034e+02	1.7000000000e+01	0.0000000000e+00	1.0000000000e+00	4.5234683228e+02	9.6752193056e-01	7.4405153282e-03	2.9434513564e+01	7.4405153282e-02	9.8115045215e-01	5.2777780271e-01	4.5066799927e+02	4.0125753731e-02	3.0638374250e+01	1.4140617568e-03	4.8743791580e+00	1.8487740755e+00
6.0000000000e+00	4.5137931034e+02	1.8000000000e+01	0.0000000000e+00	1.0000000000e+00	4.5234683228e+02	9.6752193056e-01	4.1778218001e-03	3.2167522695e+01	4.1778218001e-02	1.0722507565e+00	5.5701448726e-01	4.5066799927e+02	2.6825316250e-02	3.3539579135e+01	1.8222841900e-03	5.1244511604e+00	1.8455626965e+00
6.0000000000e+00	4.5137931034e+02	1.9000000000e+01	0.0000000000e+00	0.0000000000e+00	4.5360598755e+02	2.2266772040e+00	4.4691079855e-01	1.5716936054e+01	inf	inf	inf	4.5276657104e+02	5.7268190384e-01	1.7953289460e+01	2.1727342159e-02	2.5256354809e+00	1.8351074457e+00
7.0000000000e+00	4.5965517241e+02	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.5948190308e+02	1.7326933762e-01	5.0988066941e-02	2.1229108911e+01	5.0988066941e-01	7.0763696371e-01	6.0875881656e-01	4.5990161133e+02	9.5735229552e-02	2.1960987526e+01	3.9163995534e-03	3.9671761990e+00	1.9092375040e+00
7.0000000000e+00	4.5965517241e+02	1.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.5990161133e+02	2.4643891433e-01	1.1544770747e-01	1.7631986366e+01	1.1544770747e+00	5.8773287886e-01	8.7110497680e-01	4.5864248657e+02	2.1512220800e-01	2.0609368969e+01	7.8545939177e-03	3.5455620289e+00	1.9072201252e+00
7.0000000000e+00	4.5965517241e+02	2.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.5948190308e+02	1.7326933762e-01	3.4043511841e-03	3.8457449468e+01	3.4043511841e-02	1.2819149823e+00	6.5797924706e-01	4.5612423706e+02	5.8913297951e-02	4.1284359273e+01	4.2672012933e-03	5.4531927109e+00	1.8900291920e+00
7.0000000000e+00	4.5965517241e+02	3.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.5948190308e+02	1.7326933762e-01	5.3257625550e-03	3.4380967785e+01	5.3257625550e-02	1.1460322595e+00	5.9964494253e-01	4.5780307007e+02	3.2514262944e-02	3.5745244647e+01	2.5128123816e-03	5.2128171921e+00	1.8964118958e+00
7.0000000000e+00	4.5965517241e+02	4.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.6074102783e+02	1.0858554182e+00	2.1407485008e-01	1.7872681904e+01	2.1407485008e+00	5.9575606346e-01	1.3682522821e+00	4.5948190308e+02	2.7756306529e-01	1.9883629208e+01	1.1238184758e-02	3.2415647507e+00	1.8990558386e+00
7.0000000000e+00	4.5965517241e+02	5.0000000000e+00	1.0000000000e+00	1.0000000000e+00	4.5948190308e+02	1.7326933762e-01	2.2373108193e-02	2.4740041473e+01	2.2373108193e-01	8.2466804911e-01	5.2419956552e-01	4.5864248657e+02	5.4179668427e-02	2.5497667323e+01	2.0093694329e-03	4.3831472397e+00	1.9053070545e+00
7.0000000000e+00	4.5965517241e+02	6.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.5948190308e+02	1.7326933762e-01	9.0207310859e-04	4.9034594354e+01	9.0207310859e-03	1.6344864785e+00	8.2175360477e-01	4.5612423706e+02	9.0193329379e-03	4.7974969636e+01	1.2288636528e-02	6.1465444565e+00	1.8923709393e+00
7.0000000000e+00	4.5965517241e+02	7.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.5948190308e+02	1.7326933762e-01	1.7839629203e-02	2.6230093494e+01	1.7839629203e-01	8.7433644981e-01	5.2636637092e-01	4.5738336182e+02	2.1580605209e-01	3.7384694031e+01	1.6632670304e-03	4.5775671005e+00	1.8918497562e+00
7.0000000000e+00	4.5965517241e+02	8.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.5948190308e+02	1.7326933762e-01	4.0354933590e-03	3.6559596138e+01	4.0354933590e-02	1.2186532046e+00	6.2950406910e-01	4.5780307007e+02	2.2505009547e-02	3.7407282004e+01	3.3566509373e-03	5.3515338898e+00	1.8950114250e+00
7.0000000000e+00	4.5965517241e+02	9.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.5990161133e+02	2.4643891433e-01	1.4074918628e-01	1.7327337205e+01	1.4074918628e+00	5.7757790682e-01	9.9253488480e-01	4.6074102783e+02	2.0725660026e-01	1.9496790877e+01	8.9483233169e-03	3.4712543488e+00	1.9090862274e+00
7.0000000000e+00	4.5965517241e+02	1.0000000000e+01	0.0000000000e+00	1.0000000000e+00	4.5948190308e+02	1.7326933762e-01	9.8436083645e-03	2.9645956388e+01	9.8436083645e-02	9.8819854626e-01	5.4331731495e-01	4.5948190308e+02	4.4121079147e-02	3.1419017268e+01	1.4892691979e-03	4.8593139648e+00	1.9019138813e+00
7.0000000000e+00	4.5965517241e+02	1.1000000000e+01	0.0000000000e+00	1.0000000000e+00	4.5990161133e+02	2.4643891433e-01	1.4867725968e-01	1.7509792915e+01	1.4867725968e+00	5.8365976382e-01	1.0352161803e+00	4.5990161133e+02	2.3835535347e-01	2.0804648435e+01	9.1341398656e-03	3.4747834206e+00	1.9120072126e+00
7.0000000000e+00	4.5965517241e+02	1.2000000000e+01	0.0000000000e+00	1.0000000000e+00	4.5948190308e+02	1.7326933762e-01	7.2447853163e-03	3.1935688115e+01	7.2447853163e-02	1.0645229372e+00	5.6848539516e-01	4.5864248657e+02	5.5362969637e-02	3.4861927230e+01	1.8025439931e-03	5.0502099991e+00	1.8993327618e+00
7.0000000000e+00	4.5965517241e+02	1.3000000000e+01	0.0000000000e+00	1.0000000000e+00	4.5948190308e+02	1.7326933762e-01	5.5933003314e-03	3.4032028475e+01	5.5933003314e-02	1.1344009492e+00	5.9516697624e-01	4.5864248657e+02	3.9443634450e-02	3.5945756586e+01	2.3972638883e-03	5.1889820099e+00	1.8974590302e+00
7.0000000000e+00	4.5965517241e+02	1.4000000000e+01	0.0000000000e+00	1.0000000000e+00	4.5948190308e+02	1.7326933762e-01	1.0524825193e-02	2.9251718106e+01	1.0524825193e-01	9.7505727019e-01	5.4015276106e-01	4.5780307007e+02	5.5498365313e-02	3.1451824717e+01	1.4690845273e-03	4.8257384300e+00	1.9064505100e+00
7.0000000000e+00	4.5965517241e+02	1.5000000000e+01	0.0000000000e+00	1.0000000000e+00	4.6158044434e+02	1.9252719221e+00	3.9537638426e-01	1.4768597256e+01	3.9537638426e+00	4.9228657521e-01	2.2230252089e+00	4.6032131958e+02	4.3210473657e-01	1.6197912573e+01	2.0587595180e-02	2.6507124901e+00	1.9128568172e+00
7.0000000000e+00	4.5965517241e+02	1.6000000000e+01	0.0000000000e+00	1.0000000000e+00	4.5948190308e+02	1.7326933762e-01	1.1480701156e-02	2.8663143792e+01	1.1480701156e-01	9.5543812640e-01	5.3512256898e-01	4.5864248657e+02	3.2700587064e-02	2.9301469532e+01	1.4290834079e-03	4.7785315514e+00	1.8992693424e+00
7.0000000000e+00	4.5965517241e+02	1.7000000000e+01	0.0000000000e+00	1.0000000000e+00	4.5948190308e+02	1.7326933762e-01	9.6676321700e-03	2.9794596225e+01	9.6676321700e-02	9.9315320750e-01	5.4491476460e-01	4.5948190308e+02	5.0947885960e-02	3.1856201940e+01	1.5035584802e-03	4.8745641708e+00	1.9032183886e+00
7.0000000000e+00	4.5965517241e+02	1.8000000000e+01	0.0000000000e+00	1.0000000000e+00	4.5948190308e+02	1.7326933762e-01	5.9506064281e-03	3.3701476955e+01	5.9506064281e-02	1.1233825652e+00	5.9144431472e-01	4.5864248657e+02	3.3625651151e-02	3.5151622618e+01	2.2844034247e-03	5.1670951843e+00	1.9009211063e+00
7.0000000000e+00	4.5965517241e+02	1.9000000000e+01	0.0000000000e+00	1.0000000000e+00	4.6158044434e+02	1.9252719221e+00	4.4336050749e-01	1.4243745765e+01	4.4336050749e+00	4.7479152550e-01	2.4541983002e+00	4.6032131958e+02	5.1682162285e-01	1.5321955100e+01	2.2426145151e-02	2.5474328995e+00	1.8979244232e+00
8.0000000000e+00	4.6793103448e+02	0.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.6871551514e+02	7.8448065396e-01	3.1670478638e-03	3.9061236599e+01	3.1670478638e-02	1.3020412200e+00	6.6685584930e-01	4.6619726562e+02	1.1334639043e-02	4.0410151572e+01	4.9185254611e-03	5.5039834976e+00	1.9617156982e+00
8.0000000000e+00	4.6793103448e+02	1.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.6619726562e+02	1.7337688578e+00	2.6636738330e-02	2.6385877142e+01	2.6636738330e-01	8.7952923805e-01	5.7294831068e-01	4.6619726562e+02	8.6629107594e-02	2.8490367874e+01	1.7320011975e-03	4.4333171844e+00	1.9616719484e+00
8.0000000000e+00	4.6793103448e+02	2.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.6703668213e+02	8.9435235385e-01	1.2600277364e-01	1.8583023868e+01	1.2600277364e+00	6.1943412892e-01	9.3973093267e-01	4.6871551514e+02	2.5320899487e-01	2.0855274076e+01	7.6031968929e-03	3.5169696808e+00	1.9559459686e+00
8.0000000000e+00	4.6793103448e+02	3.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.6619726562e+02	1.7337688578e+00	3.9397403598e-03	3.7175565092e+01	3.9397403598e-02	1.2391855031e+00	6.3929145334e-01	4.6619726562e+02	2.2584568709e-02	3.8267755699e+01	3.8692753296e-03	5.3491668701e+00	1.9515457153e+00
8.0000000000e+00	4.6793103448e+02	4.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.6871551514e+02	7.8448065396e-01	3.5844182968e-01	1.6384391096e+01	3.5844182968e+00	5.4614636988e-01	2.0652823333e+00	4.6745639038e+02	3.5921019316e-01	1.6606623629e+01	1.7547892407e-02	2.7621643543e+00	1.9636650085e+00
8.0000000000e+00	4.6793103448e+02	5.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.6619726562e+02	1.7337688578e+00	5.4680216126e-03	3.4540227987e+01	5.4680216126e-02	1.1513409329e+00	6.0301057452e-01	4.6619726562e+02	1.7149697989e-02	3.5332661485e+01	2.7573339175e-03	5.1841697693e+00	1.9537839890e+00
8.0000000000e+00	4.6793103448e+02	6.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.6619726562e+02	1.7337688578e+00	1.2043872848e-03	4.9492986955e+01	1.2043872848e-02	1.6497662318e+00	8.3090505234e-01	4.6619726562e+02	9.8458714783e-03	5.0421398380e+01	1.2883460149e-02	6.0663766861e+00	1.9416034222e+00
8.0000000000e+00	4.6793103448e+02	7.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.6871551514e+02	7.8448065396e-01	3.1930482388e-01	1.7438398703e+01	3.1930482388e+00	5.8127995676e-01	1.8871640978e+00	4.7039434814e+02	4.0979674459e-01	1.9538280380e+01	1.5095453709e-02	2.8961946964e+00	1.9623655081e+00
8.0000000000e+00	4.6793103448e+02	8.0000000000e+00	1.0000000000e+00	1.0000000000e+00	4.6619726562e+02	1.7337688578e+00	1.1983434670e-02	2.8942778773e+01	1.1983434670e-01	9.6475929242e-01	5.4229681956e-01	4.6619726562e+02	3.8234729320e-02	2.9448528824e+01	1.5617000172e-03	4.7233872414e+00	1.9511798620e+00
8.0000000000e+00	4.6793103448e+02	9.0000000000e+00	0.0000000000e+00	1.0000000000e+00	4.6871551514e+02	7.8448065396e-01	2.2994780540e-01	1.9897760556e+01	2.2994780540e+00	6.6325868518e-01	1.4813683696e+00	4.6787609863e+02	2.3990553617e-01	1.8966208042e+01	9.6776792780e-03	3.2990248203e+00	1.9568204880e+00
8.0000000000e+00	4.6793103448e+02	1.0000000000e+01	0.0000000000e+00	1.0000000000e+00	4.6745639038e+02	4.7464410190e-01	8.3394654095e-02	2.2798930361e+01	8.3394654095e-01	7.5996434536e-01	7.9695544316e-01	4.6787609863e+02	9.8717510700e-02	2.3255403368e+01	3.6917859688e-03	3.9905161858e+00	1.9652670622e+00
8.0000000000e+00	4.6793103448e+02	1.1000000000e+01	0.0000000000e+00	1.0000000000e+00	4.6745639038e+02	4.7464410190e-01	7.5134247541e-02	2.3228844520e+01	7.5134247541e-01	7.7429481734e-01	7.6281864638e-01	4.6619726562e+02	1.2625735998e-01	2.5902878361e+01	3.3025499433e-03	4.0593643188e+00	1.9660751820e+00
8.0000000000e+00	4.6793103448e+02	1.2000000000e+01	0.0000000000e+00	1.0000000000e+00	4.6745639038e+02	4.7464410190e-01	8.4795631468e-02	2.2359756681e+01	8.4795631468e-01	7.4532522270e-01	7.9664076869e-01	4.6829580688e+02	1.3081520796e-01	2.3594039456e+01	3.9724437520e-03	3.9416084290e+00	1.9633836746e+00
8.0000000000e+00	4.6793103448e+02	1.3000000000e+01	0.0000000000e+00	1.0000000000e+00	4.6619726562e+02	1.7337688578e+00	1.8120966852e-02	2.7322795641e+01	1.8120966852e-01	9.1075985468e-01	5.4598476160e-01	4.6745639038e+02	6.6047452390e-02	2.8908617743e+01	1.5870947391e-03	4.5617895126e+00	1.9553549290e+00
