case_index	case_tag	midpoint_nm	separation_nm	target_low_nm	target_high_nm	direct_detected	direct_significant_minima_count	direct_extra_minima_count	direct_predicted_low_nm	direct_predicted_high_nm	direct_low_signed_error_nm	direct_high_signed_error_nm	direct_low_absolute_error_nm	direct_high_absolute_error_nm	direct_emax_nm	direct_pair_rmse_nm	direct_midpoint_error_nm	direct_separation_error_nm	direct_ideal_spectrum_mse	direct_peak1_transmittance	direct_peak2_transmittance	direct_worst_valley_transmittance	direct_peak1_fwhm_nm	direct_peak2_fwhm_nm	direct_widest_fwhm_nm	direct_minimum_prominence	direct_R	direct_n_host1	direct_n_host2	cvae_detected	cvae_significant_minima_count	cvae_extra_minima_count	cvae_predicted_low_nm	cvae_predicted_high_nm	cvae_low_signed_error_nm	cvae_high_signed_error_nm	cvae_low_absolute_error_nm	cvae_high_absolute_error_nm	cvae_emax_nm	cvae_pair_rmse_nm	cvae_midpoint_error_nm	cvae_separation_error_nm	cvae_ideal_spectrum_mse	cvae_peak1_transmittance	cvae_peak2_transmittance	cvae_worst_valley_transmittance	cvae_peak1_fwhm_nm	cvae_peak2_fwhm_nm	cvae_widest_fwhm_nm	cvae_minimum_prominence	cvae_R	cvae_n_host1	cvae_n_host2	cvae_emax_improvement_nm	cvae_selected_candidate_index	cvae_condition_order_code	cvae_candidate_valid_count	cvae_final_response_valid_count	cvae_selected_shape_gate_passed	cvae_selected_shape_minimax_score	cvae_best_available_position_error_nm	cvae_position_quality_window_nm	cvae_candidate_significant_minima_count	cvae_candidate_extra_minima_count	cvae_candidate_emax_nm	cvae_ideal_to_candidate_mse	cvae_candidate_to_final_mse
21	538_578	5.5800000000e+02	4.0000000000e+01	5.3800000000e+02	5.7800000000e+02	1	3	1	5.3754785156e+02	5.7154431152e+02	-4.5214843750e-01	-6.4556884766e+00	4.5214843750e-01	6.4556884766e+00	6.4556884766e+00	4.5760437015e+00	3.4539184570e+00	6.0035400391e+00	1.1123640737e-02	5.8030456305e-02	2.4903509766e-02	5.8030456305e-02	1.4902794394e+01	7.0640571998e+01	7.0640571998e+01	2.2908753157e-01	4.9496526718e+00	2.3879663944e+00	2.6056971550e+00	1	3	1	5.3922668457e+02	5.7700054932e+02	1.2266845703e+00	-9.9945068359e-01	1.2266845703e+00	9.9945068359e-01	1.2266845703e+00	1.1188513538e+00	1.1361694336e-01	2.2261352539e+00	3.4125546000e-02	4.6659383178e-01	4.2773985863e-01	4.6659383178e-01	1.4631429279e+01	2.1135451774e+01	2.1135451774e+01	2.6898464561e-01	2.8493928909e+00	2.4081380367e+00	2.6347761154e+00	5.2290039062e+00	9	0	20	20	0	2.3329691589e+00	1.2266845703e+00	3.7266845703e+00	3	1	9.9945068359e-01	3.3694718033e-02	3.4609457362e-04
22	528_588	5.5800000000e+02	6.0000000000e+01	5.2800000000e+02	5.8800000000e+02	1	3	1	5.2411718750e+02	5.8791302490e+02	-3.8828125000e+00	-8.6975097656e-02	3.8828125000e+00	8.6975097656e-02	3.8828125000e+00	2.7462517708e+00	1.9848937988e+00	3.7958374023e+00	1.3739793388e-02	6.0293037444e-02	5.0874043256e-02	6.0293037444e-02	2.3540903340e+01	4.2146341960e+01	4.2146341960e+01	5.6253026053e-01	4.9428720474e+00	2.3440954685e+00	2.6850020885e+00	1	3	1	5.2621569824e+02	5.9001153564e+02	-1.7843017578e+00	2.0115356445e+00	1.7843017578e+00	2.0115356445e+00	2.0115356445e+00	1.9013164403e+00	1.1361694336e-01	3.7958374023e+00	1.6880220792e-02	2.6543647051e-01	1.8190298975e-01	2.6543647051e-01	1.7007409522e+01	2.1800149008e+01	2.1800149008e+01	5.2246433496e-01	3.5809092522e+00	2.3092422485e+00	2.6717100143e+00	1.8712768555e+00	10	0	20	20	1	1.3271823525e+00	2.0115356445e+00	4.5115356445e+00	3	1	2.2039794922e+00	1.5324902721e-02	2.0018138457e-03
23	518_598	5.5800000000e+02	8.0000000000e+01	5.1800000000e+02	5.9800000000e+02	1	3	1	5.2201861572e+02	5.9169036865e+02	4.0186157227e+00	-6.3096313477e+00	4.0186157227e+00	6.3096313477e+00	6.3096313477e+00	5.2896464943e+00	1.1455078125e+00	1.0328247070e+01	1.1644236261e-02	8.0682434142e-02	4.6633820981e-02	8.0682434142e-02	2.6700669233e+01	3.8080602222e+01	3.8080602222e+01	6.3237907737e-01	4.9211306572e+00	2.2662694454e+00	2.7488684654e+00	1	3	1	5.1320471191e+02	5.9211010742e+02	-4.7952880859e+00	-5.8898925781e+00	4.7952880859e+00	5.8898925781e+00	5.8898925781e+00	5.3705503633e+00	5.3425903320e+00	1.0946044922e+00	8.7404641848e-03	1.8587777019e-01	1.0352288932e-01	1.8587777019e-01	2.5937685273e+01	3.2747768598e+01	3.2747768598e+01	5.8861032128e-01	4.4112253189e+00	2.2502481937e+00	2.7205297947e+00	4.1973876953e-01	6	0	20	20	1	9.2938885093e-01	5.8898925781e+00	8.3898925781e+00	3	1	4.7952880859e+00	8.0302786082e-03	1.8578140298e-03
24	508_608	5.5800000000e+02	1.0000000000e+02	5.0800000000e+02	6.0800000000e+02	1	3	1	5.0984704590e+02	6.0596051025e+02	1.8470458984e+00	-2.0394897461e+00	1.8470458984e+00	2.0394897461e+00	2.0394897461e+00	1.9456486033e+00	9.6221923828e-02	3.8865356445e+00	9.5094635049e-03	7.0563115180e-02	4.2360905558e-02	7.0563115180e-02	2.7541846192e+01	3.6374694350e+01	3.6374694350e+01	7.2308935970e-01	4.8072304726e+00	2.2130451202e+00	2.7808403969e+00	1	3	1	5.0816821289e+02	6.0763934326e+02	1.6821289062e-01	-3.6065673828e-01	1.6821289062e-01	3.6065673828e-01	3.6065673828e-01	2.8139728094e-01	9.6221923828e-02	5.2886962891e-01	6.9593118707e-03	1.4096835256e-01	1.0502664745e-01	1.4096835256e-01	2.1182380620e+01	2.8885199785e+01	2.8885199785e+01	6.7527779937e-01	4.1055283546e+00	2.2028820515e+00	2.7926404476e+00	1.6788330078e+00	13	0	20	20	1	7.4043601088e-01	3.6065673828e-01	2.8606567383e+00	3	1	4.7875976562e-01	7.4052107520e-03	1.1103724682e-04
25	498_618	5.5800000000e+02	1.2000000000e+02	4.9800000000e+02	6.1800000000e+02	1	3	1	4.9473748779e+02	6.0931817627e+02	-3.2625122070e+00	-8.6818237305e+00	3.2625122070e+00	8.6818237305e+00	8.6818237305e+00	6.5581266070e+00	5.9721679688e+00	5.4193115234e+00	1.3055487729e-02	9.5661111176e-02	5.9889383614e-02	9.5661111176e-02	2.8654566483e+01	3.8252731105e+01	3.8252731105e+01	7.2609876841e-01	4.7475194931e+00	2.1298241615e+00	2.8506269455e+00	1	3	1	4.9389807129e+02	6.2065032959e+02	-4.1019287109e+00	2.6503295898e+00	4.1019287109e+00	2.6503295898e+00	4.1019287109e+00	3.4532641142e+00	7.2579956055e-01	6.7522583008e+00	1.4915311806e-02	2.7550950646e-01	2.8505522013e-01	2.8505522013e-01	2.0832758881e+01	2.5629861090e+01	2.5629861090e+01	5.1987898350e-01	3.4634830952e+00	2.1176147461e+00	2.8751530647e+00	4.5798950195e+00	19	0	20	20	1	1.4252761006e+00	4.1019287109e+00	6.6019287109e+00	3	1	2.8428039551e+00	1.5269730240e-02	2.5677599479e-03
26	560_600	5.8000000000e+02	4.0000000000e+01	5.6000000000e+02	6.0000000000e+02	1	3	1	5.5475592041e+02	5.9043127441e+02	-5.2440795898e+00	-9.5687255859e+00	5.2440795898e+00	9.5687255859e+00	9.5687255859e+00	7.7155971928e+00	7.4064025879e+00	4.3246459961e+00	1.7293805288e-02	6.5169773996e-02	3.3135708421e-02	6.5169773996e-02	1.6633181282e+01	7.2615989051e+01	7.2615989051e+01	2.7850086242e-01	4.6954188347e+00	2.5134143829e+00	2.7332842350e+00	1	3	1	5.5601507568e+02	6.0386193848e+02	-3.9849243164e+00	3.8619384766e+00	3.9849243164e+00	3.8619384766e+00	3.9849243164e+00	3.9239132638e+00	6.1492919922e-02	7.8468627930e+00	1.4708449187e-02	1.4853820205e-01	2.2224195302e-01	2.2224195302e-01	2.6675609059e+01	2.7316052847e+01	2.7316052847e+01	3.4937553108e-01	4.0258097649e+00	2.5024328232e+00	2.7600073814e+00	5.5838012695e+00	13	0	20	20	0	1.7709082895e+00	3.9849243164e+00	6.4849243164e+00	3	1	4.4046020508e+00	1.5338576399e-02	2.9514031485e-04
27	550_610	5.8000000000e+02	6.0000000000e+01	5.5000000000e+02	6.1000000000e+02	1	3	1	5.5139825439e+02	6.0596051025e+02	1.3982543945e+00	-4.0394897461e+00	1.3982543945e+00	4.0394897461e+00	4.0394897461e+00	3.0226307052e+00	1.3206176758e+00	5.4377441406e+00	1.7397016671e-02	1.4705044031e-01	3.4890778363e-02	1.4705044031e-01	2.9303077561e+01	4.0795093167e+01	4.0795093167e+01	4.4156175852e-01	4.8077430725e+00	2.4580535889e+00	2.7851774693e+00	1	3	1	5.5349682617e+02	6.0763934326e+02	3.4968261719e+00	-2.3606567383e+00	3.4968261719e+00	2.3606567383e+00	3.4968261719e+00	2.9833281342e+00	5.6808471680e-01	5.8574829102e+00	2.4152587423e-02	3.6734196544e-01	3.0577233434e-01	3.6734196544e-01	1.8872428389e+01	2.1016018394e+01	2.1016018394e+01	4.0149864554e-01	3.0617682934e+00	2.4733641148e+00	2.8188805580e+00	5.4266357422e-01	2	0	20	20	0	1.8367098272e+00	3.9165039062e+00	6.4165039062e+00	3	1	1.8179931641e+00	2.4246023968e-02	7.5540330727e-04
28	540_620	5.8000000000e+02	8.0000000000e+01	5.4000000000e+02	6.2000000000e+02	1	3	1	5.3754785156e+02	6.2148974609e+02	-2.4521484375e+00	1.4897460938e+00	2.4521484375e+00	1.4897460938e+00	2.4521484375e+00	2.0288390009e+00	4.8120117188e-01	3.9418945312e+00	1.6055603663e-02	7.4656188488e-02	8.3991825581e-02	8.3991825581e-02	2.9581577573e+01	3.8795913966e+01	3.8795913966e+01	6.6068279743e-01	4.7348499298e+00	2.4264018536e+00	2.8574066162e+00	1	3	1	5.4090551758e+02	6.2107006836e+02	9.0551757812e-01	1.0700683594e+00	9.0551757812e-01	1.0700683594e+00	1.0700683594e+00	9.9121349316e-01	9.8779296875e-01	1.6455078125e-01	1.7250814342e-02	2.9714792967e-01	2.3418061435e-01	2.9714792967e-01	1.9169387493e+01	2.2571952758e+01	2.2571952758e+01	4.8954474926e-01	3.3204975128e+00	2.3955910206e+00	2.8883466721e+00	1.3820800781e+00	7	0	20	20	1	1.4857396483e+00	1.0700683594e+00	3.5700683594e+00	3	1	1.0700683594e+00	1.6746232286e-02	1.0538549395e-04
29	530_630	5.8000000000e+02	1.0000000000e+02	5.3000000000e+02	6.3000000000e+02	1	3	1	5.2411718750e+02	6.2400799561e+02	-5.8828125000e+00	-5.9920043945e+00	5.8828125000e+00	5.9920043945e+00	5.9920043945e+00	5.9376594536e+00	5.9374084473e+00	1.0919189453e-01	1.6966458004e-02	1.1443297565e-01	3.8786921650e-02	1.1443297565e-01	3.1774284990e+01	3.7650487773e+01	3.7650487773e+01	6.7637874186e-01	4.7401170731e+00	2.3576683998e+00	2.9202175140e+00	1	3	1	5.2663543701e+02	6.2316857910e+02	-3.3645629883e+00	-6.8314208984e+00	3.3645629883e+00	6.8314208984e+00	6.8314208984e+00	5.3846353448e+00	5.0979919434e+00	3.4668579102e+00	1.4892970385e-02	2.2362637520e-01	1.8015819788e-01	2.2362637520e-01	1.8108332036e+01	2.5672297048e+01	2.5672297048e+01	5.7327973843e-01	3.6767637730e+00	2.3036372662e+00	2.9190769196e+00	-8.3941650391e-01	19	0	20	20	1	1.1506088863e+00	5.8828125000e+00	8.3828125000e+00	3	1	4.3131713867e+00	1.3468537480e-02	1.4704867499e-03
30	520_640	5.8000000000e+02	1.2000000000e+02	5.2000000000e+02	6.4000000000e+02	1	3	1	5.2285803223e+02	6.4205554199e+02	2.8580322266e+00	2.0555419922e+00	2.8580322266e+00	2.0555419922e+00	2.8580322266e+00	2.4893373706e+00	2.4567871094e+00	8.0249023438e-01	1.3003659528e-02	6.0727857053e-02	4.3806750327e-02	6.0727857053e-02	2.6763017810e+01	4.0320876211e+01	4.0320876211e+01	7.3208949715e-01	4.6639485359e+00	2.2802410126e+00	2.9816136360e+00	1	3	1	5.2285803223e+02	6.4121612549e+02	2.8580322266e+00	1.2161254883e+00	2.8580322266e+00	1.2161254883e+00	2.8580322266e+00	2.1962820187e+00	2.0370788574e+00	1.6419067383e+00	9.4781020403e-03	1.0547105223e-01	6.8373821676e-02	1.0547105223e-01	2.3014588163e+01	3.4263973028e+01	3.4263973028e+01	6.9226541370e-01	4.2605090141e+00	2.2816622257e+00	2.9693298340e+00	0.0000000000e+00	18	0	20	20	1	7.2226633038e-01	2.8580322266e+00	5.3580322266e+00	3	1	7.9638671875e-01	7.4956677854e-03	3.1829285435e-03
